1,"V,A"
2,"V,S"
1,"V,Gen"
1,"G,T,Past,S"
2,"G,T,Past,Gen"
0,"G,T,Past,Per"
2,"G,T,Fut,S"
0,"G,T,Fut,Per"
2,"G,T"
1,"G,T"
2,"G,M,Sub"
0,"G,M,Hyp"
2,"G,M"
0,"Pro,V"
2,"Pro,G"
2,Pro
2,"Pro,S"
2,Pron
2,Pron
0,Prep
26,POINTS
65,%
