2,"V,A"
2,"V,S"
2,"V,Gen"
2,"G,T,Past,S"
2,"G,T,Past,Gen"
2,"G,T,Past,Per"
2,"G,T,Fut,S"
1,"G,T,Fut,Per"
2,"G,T"
2,"G,T"
2,"G,M,Sub"
2,"G,M,Hyp"
2,"G,M"
1,"Pro,V"
1,"Pro,G"
2,Pro
2,"Pro,S"
2,Pron
2,Pron
2,Prep
37,POINTS
92.5,%
